Packet, Sample offset, Latency (ms), [packet_received_bit][packet_created_bit][button_press_mirror_bit]
16, 3025, 3.025, 1111 1110 1111 1110 
16, 3257, 3.257, 0111 1110 0111 1110 
16, 4130, 4.13, 0000 0001 0000 0001 
16, 4247, 4.247, 0111 1110 0111 1110 
16, 16858, 16.858, 1111 1110 0111 1110 
16, 17317, 17.317, 0111 1110 0111 1110 
16, 18121, 18.121, 0000 0000 0000 0000 
17, 0, 0.0, 1111 1110 0111 1110 
17, 1, 0.001, 1000 0001 0000 0001 
17, 20, 0.02, 1000 0001 1000 0001 
17, 179, 0.179, 1111 1110 1111 1110 
17, 618, 0.618, 1111 1110 0111 1110 
17, 978, 0.978, 1111 1110 1111 1110 
17, 56528, 56.528, 0000 0000 0000 0000 
18, 0, 0.0, 0111 1110 1111 1110 
18, 1, 0.001, 0000 0001 1000 0001 
18, 20, 0.02, 0000 0001 0000 0001 
18, 201, 0.201, 0111 1110 0111 1110 
18, 588, 0.588, 1111 1110 1111 1110 
18, 957, 0.957, 0111 1110 0111 1110 
18, 1873, 1.873, 1111 1110 1111 1110 
18, 2312, 2.312, 0111 1110 0111 1110 
18, 3431, 3.431, 1111 1110 1111 1110 
18, 3587, 3.587, 0111 1110 1111 1110 
18, 3754, 3.754, 0111 1110 0111 1110 
18, 8761, 8.761, 0000 0000 0000 0000 
19, 0, 0.0, 1111 1110 0111 1110 
19, 1, 0.001, 1000 0001 0000 0001 
19, 20, 0.02, 1000 0001 1000 0001 
19, 214, 0.214, 1111 1110 1111 1110 
19, 679, 0.679, 1111 1110 0111 1110 
19, 1002, 1.002, 0111 1110 0111 1110 
19, 1070, 1.07, 1111 1110 1111 1110 
19, 1964, 1.964, 0111 1110 0111 1110 
19, 2221, 2.221, 1111 1110 1111 1110 
19, 3189, 3.189, 0111 1110 0111 1110 
19, 3428, 3.428, 1111 1110 1111 1110 
19, 4197, 4.197, 1000 0001 1000 0001 
19, 4310, 4.31, 1111 1110 1111 1110 
19, 15380, 15.38, 0000 0000 0000 0000 
19, 19476, 19.476, 1111 1110 1111 1110 
19, 73708, 73.708, 0111 1110 1111 1110 
19, 74062, 74.062, 1111 1110 1111 1110 
19, 74434, 74.434, 0000 0000 0000 0000 
20, 0, 0.0, 0111 1110 1111 1110 
20, 1, 0.001, 0000 0001 1000 0001 
20, 20, 0.02, 0000 0001 0000 0001 
20, 172, 0.172, 0111 1110 0111 1110 
20, 553, 0.553, 0111 1110 1111 1110 
20, 939, 0.939, 0111 1110 0111 1110 
20, 2600, 2.6, 1111 1110 1111 1110 
20, 3323, 3.323, 0111 1110 0111 1110 
20, 9806, 9.806, 0000 0000 0000 0000 
21, 0, 0.0, 1111 1110 0111 1110 
21, 1, 0.001, 1000 0001 0000 0001 
21, 20, 0.02, 1000 0001 1000 0001 
21, 899, 0.899, 1111 1110 1111 1110 
21, 1755, 1.755, 0111 1110 0111 1110 
21, 1899, 1.899, 1111 1110 0111 1110 
21, 2018, 2.018, 1111 1110 1111 1110 
21, 2925, 2.925, 0111 1110 0111 1110 
21, 3195, 3.195, 1111 1110 1111 1110 
21, 4055, 4.055, 1111 1110 0111 1110 
21, 4061, 4.061, 1111 1110 1111 1110 
21, 4080, 4.08, 1111 1110 0111 1110 
21, 4097, 4.097, 1000 0001 0000 0001 
21, 4116, 4.116, 1000 0001 1000 0001 
21, 4470, 4.47, 1111 1110 1111 1110 
21, 5854, 5.854, 0000 0000 0000 0000 
21, 14046, 14.046, 1111 1110 1111 1110 
21, 14499, 14.499, 0000 0000 0000 0000 
21, 18595, 18.595, 1111 1110 1111 1110 
21, 23905, 23.905, 0000 0000 0000 0000 
21, 32097, 32.097, 1111 1110 1111 1110 
21, 37603, 37.603, 0000 0000 0000 0000 
21, 49891, 49.891, 1111 1110 1111 1110 
21, 49955, 49.955, 0000 0000 0000 0000 
21, 66339, 66.339, 1111 1110 1111 1110 
21, 68652, 68.652, 0000 0000 0000 0000 
21, 97324, 97.324, 1111 1110 1111 1110 
21, 97958, 97.958, 0111 1110 1111 1110 
21, 99092, 99.092, 0000 0000 0000 0000 
22, 0, 0.0, 0111 1110 1111 1110 
22, 1, 0.001, 0000 0001 1000 0001 
22, 33, 0.033, 0000 0001 0000 0001 
22, 185, 0.185, 0111 1110 0111 1110 
22, 540, 0.54, 0111 1110 1111 1110 
22, 1000, 1.0, 0111 1110 0111 1110 
22, 1888, 1.888, 0111 1110 1111 1110 
22, 2213, 2.213, 0111 1110 0111 1110 
22, 3124, 3.124, 0111 1110 1111 1110 
22, 3339, 3.339, 0111 1110 0111 1110 
22, 4044, 4.044, 0111 1110 1111 1110 
22, 4097, 4.097, 0000 0001 1000 0001 
22, 4129, 4.129, 0000 0001 0000 0001 
22, 4281, 4.281, 0111 1110 0111 1110 
22, 10634, 10.634, 0000 0000 0000 0000 
22, 14730, 14.73, 0111 1110 0111 1110 
22, 14994, 14.994, 0000 0000 0000 0000 
22, 31378, 31.378, 0111 1110 0111 1110 
22, 32956, 32.956, 0000 0000 0000 0000 
23, 0, 0.0, 1111 1110 0111 1110 
23, 1, 0.001, 1000 0001 0000 0001 
23, 20, 0.02, 1000 0001 1000 0001 
23, 177, 0.177, 1111 1110 1111 1110 
23, 732, 0.732, 1111 1110 0111 1110 
23, 1244, 1.244, 1111 1110 1111 1110 
23, 2549, 2.549, 1111 1110 0111 1110 
23, 2807, 2.807, 1111 1110 1111 1110 
23, 3765, 3.765, 1111 1110 0111 1110 
23, 4097, 4.097, 1000 0001 0000 0001 
23, 4116, 4.116, 1000 0001 1000 0001 
23, 4217, 4.217, 1111 1110 1111 1110 
23, 30659, 30.659, 0000 0000 0000 0000 
23, 34755, 34.755, 1111 1110 1111 1110 
23, 48923, 48.923, 0000 0000 0000 0000 
23, 61211, 61.211, 1111 1110 1111 1110 
23, 63167, 63.167, 0000 0000 0000 0000 
23, 71359, 71.359, 1111 1110 1111 1110 
23, 74883, 74.883, 0000 0000 0000 0000 
24, 0, 0.0, 0111 1110 1111 1110 
24, 1, 0.001, 0000 0001 1000 0001 
24, 20, 0.02, 0000 0001 0000 0001 
24, 628, 0.628, 0111 1110 0111 1110 
24, 3388, 3.388, 0111 1110 1111 1110 
24, 4096, 4.096, 0000 0000 0000 0000 
24, 4403, 4.403, 0111 1110 0111 1110 
24, 12403, 12.403, 0000 0000 0000 0000 
24, 16499, 16.499, 0111 1110 0111 1110 
24, 45542, 45.542, 0000 0000 0000 0000 
24, 53734, 53.734, 0111 1110 0111 1110 
24, 57131, 57.131, 0000 0000 0000 0000 
24, 69419, 69.419, 0111 1110 0111 1110 
24, 69579, 69.579, 0000 0000 0000 0000 
25, 0, 0.0, 1111 1110 0111 1110 
25, 1, 0.001, 1000 0001 0000 0001 
25, 20, 0.02, 1000 0001 1000 0001 
25, 157, 0.157, 1111 1110 1111 1110 
25, 581, 0.581, 1111 1110 0111 1110 
25, 4096, 4.096, 0000 0000 0000 0000 
25, 11542, 11.542, 1111 1110 1111 1110 
25, 43942, 43.942, 0000 0000 0000 0000 
25, 56230, 56.23, 1111 1110 1111 1110 
25, 56812, 56.812, 0000 0000 0000 0000 
25, 77292, 77.292, 0111 1110 1111 1110 
25, 77834, 77.834, 0000 0000 0000 0000 
26, 0, 0.0, 0111 1110 1111 1110 
26, 1, 0.001, 0000 0001 1000 0001 
26, 20, 0.02, 0000 0001 0000 0001 
26, 143, 0.143, 0111 1110 0111 1110 
26, 551, 0.551, 0111 1110 1111 1110 
26, 4096, 4.096, 0000 0000 0000 0000 
26, 7538, 7.538, 0111 1110 0111 1110 
26, 39004, 39.004, 0000 0000 0000 0000 
26, 43100, 43.1, 0111 1110 0111 1110 
26, 43988, 43.988, 0000 0000 0000 0000 
26, 68564, 68.564, 0111 1110 0111 1110 
26, 71530, 71.53, 0000 0000 0000 0000 
27, 0, 0.0, 1000 0001 1000 0001 
27, 1495, 1.495, 1111 1110 1111 1110 
27, 2096, 2.096, 1000 0001 1000 0001 
27, 4096, 4.096, 0000 0000 0000 0000 
27, 6726, 6.726, 1111 1110 1111 1110 
27, 8054, 8.054, 1000 0001 1000 0001 
27, 8526, 8.526, 1111 1110 1111 1110 
27, 9557, 9.557, 1000 0001 1000 0001 
27, 9687, 9.687, 1111 1110 1111 1110 
27, 21170, 21.17, 0000 0000 0000 0000 
27, 25266, 25.266, 1111 1110 1111 1110 
27, 59450, 59.45, 0111 1110 1111 1110 
27, 59581, 59.581, 1111 1110 1111 1110 
27, 59881, 59.881, 0000 0000 0000 0000 
28, 0, 0.0, 0111 1110 0111 1110 
28, 1692, 1.692, 1111 1110 0111 1110 
28, 4068, 4.068, 0111 1110 0111 1110 
28, 4096, 4.096, 0000 0000 0000 0000 
29, 0, 0.0, 1111 1110 1111 1110 
29, 4096, 4.096, 0000 0000 0000 0000 
29, 18989, 18.989, 1111 1110 1111 1110 
29, 19966, 19.966, 0000 0000 0000 0000 
30, 0, 0.0, 0111 1110 1111 1110 
30, 1, 0.001, 0000 0001 1000 0001 
30, 20, 0.02, 0000 0001 0000 0001 
30, 146, 0.146, 0111 1110 0111 1110 
30, 492, 0.492, 1111 1110 1111 1110 
30, 2878, 2.878, 0111 1110 1111 1110 
30, 4096, 4.096, 0000 0000 0000 0000 
30, 14348, 14.348, 0111 1110 0111 1110 
30, 18286, 18.286, 0000 0000 0000 0000 
31, 0, 0.0, 1111 1110 0111 1110 
31, 1, 0.001, 1000 0001 0000 0001 
31, 32, 0.032, 1000 0001 1000 0001 
31, 185, 0.185, 1111 1110 1111 1110 
31, 879, 0.879, 1111 1110 0111 1110 
31, 1583, 1.583, 1111 1110 1111 1110 
31, 2743, 2.743, 1111 1110 0111 1110 
31, 3113, 3.113, 1111 1110 1111 1110 
31, 17171, 17.171, 0000 0000 0000 0000 
31, 21267, 21.267, 1111 1110 1111 1110 
31, 25345, 25.345, 0000 0000 0000 0000 
31, 29441, 29.441, 1111 1110 1111 1110 
31, 29571, 29.571, 0000 0000 0000 0000 
31, 33667, 33.667, 1111 1110 1111 1110 
31, 37257, 37.257, 0000 0000 0000 0000 
31, 45449, 45.449, 1111 1110 1111 1110 
31, 48946, 48.946, 0000 0000 0000 0000 
32, 0, 0.0, 0000 0001 1000 0001 
32, 19, 0.019, 0000 0001 0000 0001 
32, 259, 0.259, 0111 1110 0111 1110 
32, 666, 0.666, 0111 1110 1111 1110 
32, 4096, 4.096, 0000 0000 0000 0000 
32, 10127, 10.127, 0111 1110 0111 1110 
32, 33531, 33.531, 0000 0000 0000 0000 
32, 37627, 37.627, 0111 1110 0111 1110 
32, 41856, 41.856, 0000 0000 0000 0000 
33, 0, 0.0, 1111 1110 0111 1110 
33, 1, 0.001, 1000 0001 0000 0001 
33, 20, 0.02, 1000 0001 1000 0001 
33, 465, 0.465, 1111 1110 1111 1110 
33, 1203, 1.203, 0111 1110 0111 1110 
33, 2885, 2.885, 1111 1110 0111 1110 
33, 3375, 3.375, 0000 0000 0000 0000 
34, 0, 0.0, 0000 0001 1000 0001 
34, 19, 0.019, 0000 0001 0000 0001 
34, 773, 0.773, 0111 1110 0111 1110 
34, 1588, 1.588, 0111 1110 1111 1110 
34, 2079, 2.079, 0111 1110 0111 1110 
34, 4754, 4.754, 0000 0001 0000 0001 
34, 4869, 4.869, 0111 1110 0111 1110 
34, 27546, 27.546, 0000 0000 0000 0000 
34, 48026, 48.026, 0111 1110 0111 1110 
34, 49611, 49.611, 0000 0000 0000 0000 
35, 0, 0.0, 1000 0001 0000 0001 
35, 19, 0.019, 1000 0001 1000 0001 
35, 210, 0.21, 1111 1110 1111 1110 
35, 826, 0.826, 1111 1110 0111 1110 
35, 1298, 1.298, 1111 1110 1111 1110 
35, 2338, 2.338, 1111 1110 0111 1110 
35, 2703, 2.703, 1111 1110 1111 1110 
35, 3478, 3.478, 1111 1110 0111 1110 
35, 3913, 3.913, 1111 1110 1111 1110 
35, 15433, 15.433, 0000 0000 0000 0000 
35, 19529, 19.529, 1111 1110 1111 1110 
35, 32218, 32.218, 0000 0000 0000 0000 
35, 36314, 36.314, 1111 1110 1111 1110 
35, 41567, 41.567, 0000 0000 0000 0000 
35, 45663, 45.663, 1111 1110 1111 1110 
35, 50760, 50.76, 0000 0000 0000 0000 
35, 58952, 58.952, 1111 1110 1111 1110 
35, 62705, 62.705, 0000 0000 0000 0000 
36, 0, 0.0, 0111 1110 1111 1110 
36, 1, 0.001, 0000 0001 1000 0001 
36, 20, 0.02, 0000 0001 0000 0001 
36, 357, 0.357, 0111 1110 0111 1110 
36, 1274, 1.274, 0111 1110 1111 1110 
36, 1571, 1.571, 0111 1110 0111 1110 
36, 2522, 2.522, 0111 1110 1111 1110 
36, 2926, 2.926, 0111 1110 0111 1110 
36, 4954, 4.954, 0000 0000 0000 0000 
36, 9050, 9.05, 0111 1110 0111 1110 
36, 9876, 9.876, 0000 0000 0000 0000 
36, 22164, 22.164, 0111 1110 0111 1110 
36, 25842, 25.842, 0000 0000 0000 0000 
36, 38130, 38.13, 0111 1110 0111 1110 
36, 44278, 44.278, 0000 0000 0000 0000 
36, 48374, 48.374, 0111 1110 0111 1110 
36, 50319, 50.319, 0000 0000 0000 0000 
37, 0, 0.0, 1111 1110 0111 1110 
37, 1, 0.001, 1000 0001 0000 0001 
37, 20, 0.02, 1000 0001 1000 0001 
37, 127, 0.127, 1111 1110 1111 1110 
37, 465, 0.465, 0111 1110 0111 1110 
37, 927, 0.927, 1111 1110 1111 1110 
37, 1728, 1.728, 1111 1110 0111 1110 
37, 1988, 1.988, 0000 0000 0000 0000 
37, 6084, 6.084, 1111 1110 1111 1110 
37, 11253, 11.253, 0000 0000 0000 0000 
37, 15349, 15.349, 1111 1110 1111 1110 
37, 40587, 40.587, 0000 0000 0000 0000 
37, 44683, 44.683, 1111 1110 1111 1110 
37, 45424, 45.424, 0000 0000 0000 0000 
37, 49520, 49.52, 1111 1110 1111 1110 
37, 51133, 51.133, 0000 0000 0000 0000 
37, 63421, 63.421, 1111 1110 1111 1110 
37, 66765, 66.765, 0000 0000 0000 0000 
38, 0, 0.0, 0111 1110 1111 1110 
38, 1, 0.001, 0000 0001 1000 0001 
38, 20, 0.02, 0000 0001 0000 0001 
38, 204, 0.204, 0111 1110 0111 1110 
38, 689, 0.689, 0111 1110 1111 1110 
38, 4096, 4.096, 0000 0000 0000 0000 
38, 11848, 11.848, 0111 1110 0111 1110 
38, 48547, 48.547, 0000 0000 0000 0000 
38, 52643, 52.643, 0111 1110 0111 1110 
38, 56359, 56.359, 0000 0000 0000 0000 
38, 64551, 64.551, 0111 1110 0111 1110 
38, 66273, 66.273, 0000 0000 0000 0000 
39, 0, 0.0, 1111 1110 0111 1110 
39, 1, 0.001, 1000 0001 0000 0001 
39, 20, 0.02, 1000 0001 1000 0001 
39, 200, 0.2, 1111 1110 1111 1110 
39, 1142, 1.142, 1111 1110 0111 1110 
39, 1969, 1.969, 1111 1110 1111 1110 
39, 7832, 7.832, 0000 0000 0000 0000 
39, 16024, 16.024, 1111 1110 1111 1110 
39, 18994, 18.994, 0000 0000 0000 0000 
39, 23090, 23.09, 1111 1110 1111 1110 
39, 29761, 29.761, 0000 0000 0000 0000 
39, 33857, 33.857, 1111 1110 1111 1110 
39, 46276, 46.276, 0000 0000 0000 0000 
39, 54468, 54.468, 1111 1110 1111 1110 
39, 58507, 58.507, 0000 0000 0000 0000 
39, 74891, 74.891, 1111 1110 1111 1110 
39, 77431, 77.431, 0000 0000 0000 0000 
40, 0, 0.0, 0111 1110 1111 1110 
40, 1, 0.001, 0000 0001 1000 0001 
40, 20, 0.02, 0000 0001 0000 0001 
40, 144, 0.144, 0111 1110 0111 1110 
40, 1083, 1.083, 0111 1110 1111 1110 
40, 1538, 1.538, 0111 1110 0111 1110 
40, 2571, 2.571, 0111 1110 1111 1110 
40, 2849, 2.849, 0111 1110 0111 1110 
40, 3591, 3.591, 0111 1110 1111 1110 
40, 4092, 4.092, 0111 1110 0111 1110 
40, 25579, 25.579, 0000 0000 0000 0000 
40, 29675, 29.675, 0111 1110 0111 1110 
40, 29972, 29.972, 0000 0000 0000 0000 
40, 38164, 38.164, 0111 1110 0111 1110 
40, 41382, 41.382, 0000 0000 0000 0000 
40, 53670, 53.67, 1111 1110 0111 1110 
40, 54767, 54.767, 0000 0000 0000 0000 
41, 0, 0.0, 1111 1110 0111 1110 
41, 1, 0.001, 1000 0001 0000 0001 
41, 19, 0.019, 1000 0001 1000 0001 
41, 148, 0.148, 1111 1110 1111 1110 
41, 671, 0.671, 1111 1110 0111 1110 
41, 1039, 1.039, 0000 0000 0000 0000 
41, 13327, 13.327, 1111 1110 1111 1110 
41, 27625, 27.625, 0000 0000 0000 0000 
41, 39913, 39.913, 1111 1110 1111 1110 
41, 42971, 42.971, 0000 0000 0000 0000 
41, 51163, 51.163, 1111 1110 1111 1110 
41, 58279, 58.279, 0000 0000 0000 0000 
41, 70567, 70.567, 1111 1110 1111 1110 
41, 73072, 73.072, 0000 0000 0000 0000 
42, 0, 0.0, 0111 1110 1111 1110 
42, 1, 0.001, 0000 0001 1000 0001 
42, 20, 0.02, 0000 0001 0000 0001 
42, 938, 0.938, 0111 1110 0111 1110 
42, 3323, 3.323, 0111 1110 1111 1110 
42, 4096, 4.096, 0000 0000 0000 0000 
42, 8229, 8.229, 0111 1110 0111 1110 
42, 19968, 19.968, 0000 0000 0000 0000 
42, 24064, 24.064, 0111 1110 0111 1110 
42, 28522, 28.522, 0000 0000 0000 0000 
42, 32618, 32.618, 0111 1110 0111 1110 
42, 46791, 46.791, 0000 0000 0000 0000 
43, 0, 0.0, 1111 1110 0111 1110 
43, 1, 0.001, 1000 0001 0000 0001 
43, 19, 0.019, 1000 0001 1000 0001 
43, 230, 0.23, 1111 1110 1111 1110 
43, 1872, 1.872, 1111 1110 0111 1110 
43, 1890, 1.89, 0111 1110 0111 1110 
43, 2358, 2.358, 0000 0000 0000 0000 
43, 6454, 6.454, 1111 1110 1111 1110 
43, 10099, 10.099, 0000 0000 0000 0000 
43, 14195, 14.195, 1111 1110 1111 1110 
43, 14266, 14.266, 0000 0000 0000 0000 
44, 0, 0.0, 0111 1110 1111 1110 
44, 1, 0.001, 0000 0001 1000 0001 
44, 20, 0.02, 0000 0001 0000 0001 
44, 316, 0.316, 0111 1110 0111 1110 
44, 762, 0.762, 0111 1110 1111 1110 
44, 1435, 1.435, 0111 1110 0111 1110 
44, 4068, 4.068, 0111 1110 1111 1110 
44, 4097, 4.097, 0000 0001 1000 0001 
44, 4116, 4.116, 0000 0001 0000 0001 
44, 4412, 4.412, 0111 1110 0111 1110 
44, 8103, 8.103, 0000 0000 0000 0000 
44, 12199, 12.199, 0111 1110 0111 1110 
44, 22179, 22.179, 0000 0000 0000 0000 
44, 26275, 26.275, 0111 1110 0111 1110 
44, 31101, 31.101, 0000 0000 0000 0000 
44, 35197, 35.197, 0111 1110 0111 1110 
44, 39122, 39.122, 1111 1110 0111 1110 
44, 40026, 40.026, 0111 1110 0111 1110 
44, 40609, 40.609, 0000 0000 0000 0000 
45, 0, 0.0, 1111 1110 0111 1110 
45, 1, 0.001, 1000 0001 0000 0001 
45, 20, 0.02, 1000 0001 1000 0001 
45, 181, 0.181, 1111 1110 1111 1110 
45, 1387, 1.387, 0111 1110 0111 1110 
45, 2041, 2.041, 1111 1110 0111 1110 
45, 2698, 2.698, 1111 1110 1111 1110 
45, 4061, 4.061, 1111 1110 0111 1110 
45, 4097, 4.097, 1000 0001 0000 0001 
45, 4116, 4.116, 1000 0001 1000 0001 
45, 4277, 4.277, 1111 1110 1111 1110 
45, 9577, 9.577, 0000 0000 0000 0000 
46, 0, 0.0, 0111 1110 1111 1110 
46, 1, 0.001, 0000 0001 1000 0001 
46, 20, 0.02, 0000 0001 0000 0001 
46, 247, 0.247, 0111 1110 0111 1110 
46, 2355, 2.355, 0111 1110 1111 1110 
46, 4096, 4.096, 0000 0000 0000 0000 
46, 4191, 4.191, 0111 1110 0111 1110 
46, 14569, 14.569, 0000 0000 0000 0000 
46, 18665, 18.665, 0111 1110 0111 1110 
46, 39584, 39.584, 0000 0000 0000 0000 
47, 0, 0.0, 1111 1110 0111 1110 
47, 1, 0.001, 1000 0001 0000 0001 
47, 133, 0.133, 1000 0001 1000 0001 
47, 785, 0.785, 1111 1110 1111 1110 
47, 1431, 1.431, 1111 1110 0111 1110 
47, 1886, 1.886, 0111 1110 0111 1110 
47, 2327, 2.327, 1111 1110 1111 1110 
47, 4550, 4.55, 1000 0001 1000 0001 
47, 4853, 4.853, 0000 0000 0000 0000 
47, 8949, 8.949, 1111 1110 1111 1110 
47, 9218, 9.218, 0000 0000 0000 0000 
48, 0, 0.0, 0111 1110 1111 1110 
48, 1, 0.001, 0000 0001 1000 0001 
48, 19, 0.019, 0000 0001 0000 0001 
48, 168, 0.168, 0111 1110 0111 1110 
48, 578, 0.578, 0111 1110 1111 1110 
48, 1081, 1.081, 0111 1110 0111 1110 
48, 2162, 2.162, 0111 1110 1111 1110 
48, 2499, 2.499, 0111 1110 0111 1110 
48, 3478, 3.478, 0111 1110 1111 1110 
48, 4097, 4.097, 0000 0001 1000 0001 
48, 4115, 4.115, 0000 0001 0000 0001 
48, 4264, 4.264, 0111 1110 0111 1110 
48, 34698, 34.698, 0000 0000 0000 0000 
48, 38794, 38.794, 0111 1110 0111 1110 
48, 40457, 40.457, 0000 0000 0000 0000 
48, 44553, 44.553, 0111 1110 0111 1110 
48, 47823, 47.823, 0000 0000 0000 0000 
48, 51919, 51.919, 1111 1110 0111 1110 
48, 52928, 52.928, 0111 1110 0111 1110 
48, 53413, 53.413, 0000 0000 0000 0000 
49, 0, 0.0, 1111 1110 0111 1110 
49, 1, 0.001, 1000 0001 0000 0001 
49, 20, 0.02, 1000 0001 1000 0001 
49, 425, 0.425, 1111 1110 1111 1110 
49, 1707, 1.707, 1111 1110 0111 1110 
49, 2022, 2.022, 1111 1110 1111 1110 
49, 2918, 2.918, 1111 1110 0111 1110 
49, 4097, 4.097, 1000 0001 0000 0001 
49, 4116, 4.116, 1000 0001 1000 0001 
49, 4187, 4.187, 1111 1110 1111 1110 
49, 7205, 7.205, 0000 0000 0000 0000 
49, 11301, 11.301, 1111 1110 1111 1110 
49, 18948, 18.948, 0000 0000 0000 0000 
49, 23044, 23.044, 1111 1110 1111 1110 
49, 25286, 25.286, 0000 0000 0000 0000 
49, 37574, 37.574, 1111 1110 1111 1110 
49, 42069, 42.069, 0000 0000 0000 0000 
49, 46165, 46.165, 1111 1110 1111 1110 
49, 71371, 71.371, 0000 0000 0000 0000 
50, 0, 0.0, 0111 1110 1111 1110 
50, 1, 0.001, 0000 0001 1000 0001 
50, 19, 0.019, 0000 0001 0000 0001 
50, 499, 0.499, 0111 1110 0111 1110 
50, 1176, 1.176, 0111 1110 1111 1110 
50, 1177, 1.177, 1111 1110 1111 1110 
50, 1710, 1.71, 0111 1110 0111 1110 
50, 4543, 4.543, 0000 0001 0000 0001 
50, 4595, 4.595, 0111 1110 0111 1110 
50, 8062, 8.062, 0000 0000 0000 0000 
50, 20350, 20.35, 0111 1110 0111 1110 
50, 21265, 21.265, 0000 0000 0000 0000 
50, 25361, 25.361, 0111 1110 0111 1110 
50, 34701, 34.701, 0000 0000 0000 0000 
50, 38797, 38.797, 0111 1110 0111 1110 
50, 39154, 39.154, 0000 0000 0000 0000 
50, 51442, 51.442, 0111 1110 0111 1110 
50, 54434, 54.434, 0000 0000 0000 0000 
50, 58530, 58.53, 0111 1110 0111 1110 
50, 59440, 59.44, 0000 0000 0000 0000 
50, 67632, 67.632, 1111 1110 0111 1110 
50, 70644, 70.644, 0000 0000 0000 0000 
51, 0, 0.0, 1111 1110 0111 1110 
51, 1, 0.001, 1000 0001 0000 0001 
51, 20, 0.02, 1000 0001 1000 0001 
51, 220, 0.22, 1111 1110 1111 1110 
51, 1059, 1.059, 1111 1110 0111 1110 
51, 4096, 4.096, 0000 0000 0000 0000 
51, 9019, 9.019, 1111 1110 1111 1110 
51, 10779, 10.779, 0000 0000 0000 0000 
51, 18971, 18.971, 1111 1110 1111 1110 
51, 19735, 19.735, 0000 0000 0000 0000 
51, 27927, 27.927, 1111 1110 1111 1110 
51, 31314, 31.314, 0000 0000 0000 0000 
51, 39506, 39.506, 1111 1110 1111 1110 
51, 46962, 46.962, 0000 0000 0000 0000 
51, 55154, 55.154, 1111 1110 1111 1110 
51, 55375, 55.375, 0000 0000 0000 0000 
51, 59471, 59.471, 1111 1110 1111 1110 
51, 61149, 61.149, 0000 0000 0000 0000 
51, 77533, 77.533, 1111 1110 1111 1110 
51, 78111, 78.111, 0000 0000 0000 0000 
52, 0, 0.0, 0111 1110 1111 1110 
52, 1, 0.001, 0000 0001 1000 0001 
52, 20, 0.02, 0000 0001 0000 0001 
52, 234, 0.234, 0111 1110 0111 1110 
52, 737, 0.737, 0111 1110 1111 1110 
52, 1001, 1.001, 0111 1110 0111 1110 
52, 2156, 2.156, 0111 1110 1111 1110 
52, 2404, 2.404, 0111 1110 0111 1110 
52, 3238, 3.238, 0111 1110 1111 1110 
52, 3740, 3.74, 0111 1110 0111 1110 
52, 15460, 15.46, 0000 0000 0000 0000 
52, 19556, 19.556, 0111 1110 0111 1110 
52, 22402, 22.402, 0000 0000 0000 0000 
52, 26498, 26.498, 0111 1110 0111 1110 
52, 27946, 27.946, 0000 0000 0000 0000 
52, 40234, 40.234, 1111 1110 0111 1110 
52, 40600, 40.6, 0111 1110 0111 1110 
52, 41168, 41.168, 0000 0000 0000 0000 
53, 0, 0.0, 1111 1110 1111 1110 
53, 408, 0.408, 1000 0001 1000 0001 
53, 1445, 1.445, 1111 1110 1111 1110 
53, 4096, 4.096, 0000 0000 0000 0000 
53, 4797, 4.797, 1111 1110 1111 1110 
53, 8774, 8.774, 0000 0000 0000 0000 
53, 16966, 16.966, 1111 1110 1111 1110 
53, 17131, 17.131, 0000 0000 0000 0000 
53, 21227, 21.227, 1111 1110 1111 1110 
53, 34809, 34.809, 0000 0000 0000 0000 
53, 47097, 47.097, 1111 1110 1111 1110 
53, 49955, 49.955, 0000 0000 0000 0000 
53, 58147, 58.147, 1111 1110 1111 1110 
53, 58579, 58.579, 0111 1110 1111 1110 
53, 59049, 59.049, 1111 1110 1111 1110 
53, 59472, 59.472, 0000 0000 0000 0000 
54, 0, 0.0, 0111 1110 1111 1110 
54, 1, 0.001, 0000 0001 1000 0001 
54, 20, 0.02, 0000 0001 0000 0001 
54, 230, 0.23, 0111 1110 0111 1110 
54, 1577, 1.577, 0111 1110 1111 1110 
54, 2258, 2.258, 0000 0000 0000 0000 
54, 14546, 14.546, 0111 1110 0111 1110 
54, 16101, 16.101, 0000 0000 0000 0000 
54, 20197, 20.197, 0111 1110 0111 1110 
54, 25238, 25.238, 0000 0000 0000 0000 
54, 33430, 33.43, 0111 1110 0111 1110 
54, 34051, 34.051, 0000 0000 0000 0000 
54, 38147, 38.147, 0111 1110 0111 1110 
54, 50496, 50.496, 0000 0000 0000 0000 
54, 54592, 54.592, 0111 1110 0111 1110 
54, 56516, 56.516, 0000 0000 0000 0000 
54, 60612, 60.612, 0111 1110 0111 1110 
54, 63702, 63.702, 0000 0000 0000 0000 
54, 67798, 67.798, 0111 1110 0111 1110 
54, 70619, 70.619, 0000 0000 0000 0000 
55, 0, 0.0, 1111 1110 1111 1110 
55, 4096, 4.096, 0000 0000 0000 0000 
55, 12032, 12.032, 1111 1110 1111 1110 
55, 22464, 22.464, 0000 0000 0000 0000 
55, 26560, 26.56, 1111 1110 1111 1110 
55, 30151, 30.151, 0000 0000 0000 0000 
55, 38343, 38.343, 1111 1110 1111 1110 
55, 42133, 42.133, 0000 0000 0000 0000 
56, 0, 0.0, 0111 1110 1111 1110 
